"Worm Data","Position (um) of Centroid"
"Sequence","VID00056.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y"
1,0,7819.5547802179071,5315.3975585290764,9742.7870465674678,3977.064550812891
2,0.040000000000000001,7812.7343736095208,5330.1126672344244,9746.3252002543231,3978.3176078375691
3,0.080000000000000002,7806.7311309394227,5340.7885674774989,9737.6460568724051,3977.1164403240264
4,0.12,7802.0730921148561,5348.9980418518035,9732.7916646857484,3977.3702605719327
5,0.16,7799.8836789045436,5354.0754871175686,9730.5418701062063,3977.1834114046114
6,0.20000000000000001,7794.8330795800603,5360.5420200150529,9729.2251664308224,3976.5596368635515
7,0.23999999999999999,7791.1364968563021,5367.9639907467772,9721.4228294099521,3978.1787351468874
8,0.28000000000000003,7786.9155331142465,5372.2604669885386,9713.2783129092149,3977.0203894350761
9,0.32000000000000001,7781.3137019279347,5381.6596125986853,9702.6288749976102,3978.5567830215523
10,0.35999999999999999,7778.0510858723828,5387.9095671636887,9677.9264477401211,3987.6965343182383
11,0.40000000000000002,7777.0277851033452,5389.1689208397775,9663.3000435646063,3996.4005093797978
12,0.44,7773.8400700539478,5393.1288164779335,9654.767298010016,4002.025662183144
13,0.47999999999999998,7769.9485839586405,5400.6559886368032,9651.0569133695972,4005.3592705087112
14,0.52000000000000002,7762.3541955839701,5412.6303303809182,9647.4818490101025,4008.5612155203562
15,0.56000000000000005,7755.802840519963,5424.758153206456,9639.1889430344072,4015.4772978488118
16,0.59999999999999998,7751.3904116835165,5433.3345252681065,9634.0108816839656,4023.4074505514363
17,0.64000000000000001,7747.1941238934342,5442.8109313068244,9630.5567772234699,4028.3654825525555
18,0.68000000000000005,7742.9588079875175,5455.3536973768323,9627.0139227056297,4034.8945246336325
19,0.71999999999999997,7741.1042940213129,5463.4641079109597,9617.8322504515636,4046.1116856249118
20,0.76000000000000001,7739.424020911687,5475.0384315340989,9613.1775410288192,4051.2708058998141
21,0.80000000000000004,7739.0016067071574,5481.4936858899255,9610.4717059819795,4054.0463647385759
22,0.83999999999999997,7738.5686286213277,5492.8671320911353,9607.0197573118949,4058.2982564278263
