"Worm Data","Position (um) of Centroid"
"Sequence","VID00074.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y"
1,0,13051.913730999589,5003.7950008239131,5995.2990456174484,4897.6944350482145
2,0.040000000000000001,13048.905783841599,5003.0118598911549,5987.0148903484942,4894.5271584047814
3,0.080000000000000002,13037.576895056542,4999.4187166772163,5999.2616020707246,4897.9737267828014
4,0.12,13034.063340452374,4997.0366350870836,5993.6017302909422,4897.808742854133
5,0.16,13025.488086748917,4992.9076575713962,5997.5971632236742,4895.3306521595023
6,0.20000000000000001,13018.468022661234,4986.6467131872014,6004.8996404897207,4896.9585670269398
7,0.23999999999999999,13010.720812598949,4979.7651005854887,6011.8073059287262,4901.0004335902149
8,0.28000000000000003,12999.659573732013,4966.8422563382237,6010.2550315877425,4899.8441315854643
9,0.32000000000000001,12989.9678955447,4948.0580233438968,6017.717166008546,4898.8285581407554
10,0.35999999999999999,12988.356936302313,4941.7578648776162,6015.6447908091914,4896.9695702108102
11,0.40000000000000002,12981.817898157182,4932.6037036776097,6024.7671812319613,4900.4315686823738
12,0.44,12981.395777566038,4922.7383902238407,6032.8471665656525,4898.7718332613722
13,0.47999999999999998,12976.38854179044,4911.0125508353167,6037.8518126524168,4899.6783185123577
14,0.52000000000000002,12972.773005414736,4900.7670030948138,6044.4119611108144,4900.059425678498
15,0.56000000000000005,12971.411498016032,4890.3777724489937,6054.1102066868589,4899.9754573345772
16,0.59999999999999998,12969.662355698205,4878.5251087068127,6100.1450155499087,4901.0518447018139
17,0.64000000000000001,12968.626076146873,4869.4112441975922,6114.5856321676074,4900.3736343663386
18,0.68000000000000005,12968.285731029571,4862.7103653120048,6135.5352212147682,4894.6490170181296
19,0.71999999999999997,12967.754141236539,4855.6935935710053,6134.7931068728103,4891.0895801448005
20,0.76000000000000001,12967.98210140835,4844.0511261758293,6142.6980121435008,4887.231989913701
21,0.80000000000000004,12967.675033869096,4838.7971891588531,6147.5756920492549,4882.7815016459481
22,0.83999999999999997,12967.553145675847,4822.9150128239307,6161.6838460036379,4874.8977453670541
23,0.88,12968.768494820617,4821.9138446712823,6157.0319176326238,4876.7608672504311
24,0.92000000000000004,12969.868123529979,4812.7375922473775,6173.4998544268256,4865.8217002472757
25,0.95999999999999996,12969.66119906339,4804.6126488210984,6170.4322648938687,4862.2466669785545
26,1,12968.29803293741,4810.926712220019,6175.0725621651782,4855.2291308763097
27,1.04,12967.88484498417,4816.1747666290012,6166.8545651570194,4863.0334040448724
28,1.0800000000000001,12968.054079798487,4808.2234866214449,6179.8171386369495,4848.6424278511977
29,1.1200000000000001,12966.994085687245,4811.6457795629321,6178.0960386870111,4849.5501122507612
30,1.1599999999999999,12967.270096537242,4812.4492501324839,6184.6660888742572,4837.5150858655034
31,1.2,12965.843458458303,4813.6395690230147,6186.0361936466879,4833.8423435853065
32,1.24,12966.084389011598,4811.1807615169646,6183.3167768342273,4834.0826781440664
33,1.28,12964.51165008048,4814.4070632819821,6184.4821734225488,4834.8200466879816
34,1.3200000000000001,12965.351075151182,4815.0769145121094,6190.8893628322094,4813.6818943616336
35,1.3600000000000001,12963.564220468736,4824.1310823694021,6190.8296097667862,4813.9294159174715
36,1.4000000000000001,12963.448192854938,4829.7401553171158,6191.4412084514088,4806.4128700854944
37,1.4399999999999999,12965.026531173571,4831.8294712772567,6192.8874883541075,4801.5640045098726
38,1.48,12964.505793158429,4832.0207539195653,6190.5415822939922,4799.3197024598612
39,1.52,12963.754339681367,4832.5713293460776,6190.5886868497637,4798.79968377982
40,1.5600000000000001,12963.567446885751,4833.808430935419,6190.5021165014741,4793.5211779029605
41,1.6000000000000001,12963.954104136741,4841.3777738101871,6188.7913615229318,4786.7249893816352
42,1.6400000000000001,12963.48131804584,4838.4630265379619,6189.9293962733327,4777.8832660897697
43,1.6799999999999999,12963.824590169772,4839.4611390901782,6189.6285022844413,4775.5091975497926
44,1.72,12964.025332262823,4835.8749658532006,6188.3908131288044,4766.2671326658865
45,1.76,12963.674825256381,4835.5382771549112,6187.9248130435717,4763.8408926784232
46,1.8,12964.180794867985,4837.2237493364937,6187.5926468580183,4762.5899930038904
47,1.8400000000000001,12963.877185285477,4832.6814283105095,6187.3016508172268,4760.3371622487984
48,1.8800000000000001,12963.469030409064,4833.2021110210671,6187.540608405865,4762.9538762556213
49,1.9199999999999999,12964.618268680915,4835.5185733397484,6185.2346514321725,4752.172898028115
50,1.96,12965.071809120118,4845.9300459956557,6184.8838574646279,4751.7460287733584
51,2,12964.702679990243,4849.0484266344356,6183.7359058418451,4746.1928837464175
52,2.04,12963.928517561979,4856.1052628280877,6182.624777741682,4745.970087833728
53,2.0800000000000001,12965.845728640894,4866.9789131605257,6180.8510644346261,4739.5073109548657
54,2.1200000000000001,12966.432873781801,4869.2482743306236,6180.3285728560095,4737.9221224918892
55,2.1600000000000001,12966.352523723255,4872.3795955593769,6179.9573335521691,4736.9248379907949
56,2.2000000000000002,12967.273551103148,4885.8524327739879,6180.8997294674973,4738.7670681251639
57,2.2400000000000002,12972.520699718507,4901.1037629582352,6179.356016243426,4736.458175035521
58,2.2800000000000002,12979.538317332659,4926.0768688838889,6176.8728065269806,4731.5436633114441
59,2.3199999999999998,12985.838076717278,4932.3806070561468,6177.0582473488748,4733.4818899571219
60,2.3599999999999999,12991.446735466718,4947.732466411494,6177.1059191504028,4736.304605150056
61,2.3999999999999999,12995.089688390288,4954.4392500648501,6177.1459024975857,4737.8384887695693
62,2.4399999999999999,12996.517777027879,4954.6558294690494,6174.4804108267663,4732.3203130692682
63,2.48,12999.538223769712,4958.7906866222211,6174.0965584260839,4733.1521850628769
64,2.52,12998.719503735843,4960.2004284878722,6172.4063734579149,4733.5260955538943
65,2.5600000000000001,12998.696967932883,4958.0532342997931,6168.9501969344756,4731.6488566649687
66,2.6000000000000001,13000.26423344244,4962.077859494264,6167.4435127463939,4725.0763059333403
67,2.6400000000000001,12998.081833460599,4957.2689417922293,6166.3754967387476,4725.6241275504699
68,2.6800000000000002,12994.623658326063,4951.1361183344616,6163.9558907629389,4722.3445886686004
69,2.7200000000000002,12986.307333175448,4938.8457427792364,6161.4823618752043,4717.3938353928925
70,2.7600000000000002,12983.171043452276,4932.4972660223575,6156.3191711989193,4708.6348448367362
71,2.8000000000000003,12980.630071641206,4925.3489530680517,6157.1933791475876,4713.9069558545907
72,2.8399999999999999,12976.015368581709,4916.7649494196794,6154.0710792324726,4710.8523659543462
73,2.8799999999999999,12974.17039488435,4910.5739938642491,6152.7526483495676,4708.4664375531556
74,2.9199999999999999,12973.684214356614,4904.7860445941633,6148.8091913406697,4702.9478350695308
75,2.96,12969.441626781996,4884.361141226861,6144.4435305714742,4695.4827127588469
76,3,12966.982975094423,4869.5056773230708,6143.133181705045,4691.0981432912622
77,3.04,12965.624885374407,4852.4155655062668,6133.1720149253169,4656.8651339008275
78,3.0800000000000001,12964.343179757099,4846.4530365270302,6129.2658241649342,4635.4210140413843
79,3.1200000000000001,12963.776035671473,4836.6974398214188,6128.86636177539,4634.2233849947661
80,3.1600000000000001,12963.871999391124,4834.9066222372639,6130.0778215099272,4635.9027719519381
81,3.2000000000000002,12961.938451855214,4826.0032655984242,6129.72929927115,4622.7092735199731
82,3.2400000000000002,12961.956116957273,4820.4875423904296,6129.7809026185005,4625.0682951315821
83,3.2800000000000002,12962.68470720117,4816.1219577314832,6129.967336746121,4622.9592892004521
84,3.3200000000000003,12962.803491493327,4813.8887620661517,6128.9320178243397,4619.6290193858313
85,3.3599999999999999,12962.046088731731,4808.1780382401794,6129.4160106967211,4613.8579630821832
86,3.3999999999999999,12961.76502623643,4803.4934589180157,6129.2039447954376,4615.1031489040088
87,3.4399999999999999,12962.946204180196,4796.5988872263069,6128.2068887980904,4607.7435966158528
88,3.48,12963.556009546839,4796.3334466261458,6129.2584912636012,4606.9637100929558
89,3.52,12963.268514513275,4792.0511039651819,6129.2796091599103,4606.1566509630356
90,3.5600000000000001,12962.528438158753,4792.3203330507795,6129.3047186085259,4632.1655278407125
91,3.6000000000000001,12962.816782642165,4790.9474804569772,6128.6728502528222,4603.1172634797831
92,3.6400000000000001,12962.88231061857,4793.5072973715687,6128.9377148001104,4605.4909883233886
93,3.6800000000000002,12963.123627638932,4790.591950321681,6127.9914146314286,4603.231247342932
94,3.7200000000000002,12963.835314648182,4784.6693548931589,6128.1342321921866,4614.6166045839736
95,3.7600000000000002,12962.96814387773,4785.3723755983383,6129.1725675436282,4605.2168906780917
96,3.8000000000000003,12963.33572707866,4776.5794994817616,6127.5419649909109,4608.8444415161466
97,3.8399999999999999,12964.067198901306,4769.6607603617003,6129.29392555309,4605.308431306973
98,3.8799999999999999,12964.151144481344,4769.4017118748925,6128.9318610506862,4609.4395566961657
99,3.9199999999999999,12964.117868592693,4766.3949973316194,6128.7654430314897,4608.2909723804069
100,3.96,12965.164474804045,4769.036427053984,6127.4687106834572,4607.792505353842
101,4,12966.025999518242,4761.7179399790148,6129.0998431237722,4613.1060881851108
102,4.04,12965.400439786044,4760.13302740984,6128.9971599301198,4599.8233870804097
103,4.0800000000000001,12966.165907760736,4751.8002633119331,6128.1203598359298,4602.4707188183584
104,4.1200000000000001,12967.662020049778,4746.961438856777,6128.3172644341848,4604.788376785772
105,4.1600000000000001,12967.843598863417,4747.0801302231303,6125.3204883397339,4608.602513716919
106,4.2000000000000002,12966.250298057959,4723.8540399096119,6125.8432312115519,4610.1336602215933
107,4.2400000000000002,12966.142338050729,4727.156266531355,6128.3207017606155,4628.1900920675598
108,4.2800000000000002,12964.034851732153,4720.1707903975403,6128.3092680616355,4621.6425437195112
109,4.3200000000000003,12962.299804194428,4713.455246038211,6132.4697247435715,4636.5037539103232
110,4.3600000000000003,12959.780788161936,4706.7363391263571,6134.9938854426391,4647.3802095282854
111,4.4000000000000004,12954.268018433595,4697.3826970967775,6139.1188136320698,4653.4581156681961
112,4.4400000000000004,12954.973849798222,4700.0443588223943,6144.8744088265285,4665.6264220597031
113,4.4800000000000004,12937.703797104927,4674.7190317021223,6156.8969722041056,4687.0661993532804
114,4.5200000000000005,12932.227158960628,4669.9093583603672,6161.2761017196117,4697.7885458412593
115,4.5600000000000005,12924.392780744682,4664.325617561979,6162.2553001786937,4694.21462306584
116,4.6000000000000005,12921.354570291804,4661.7656922089591,6167.5209502979342,4703.4572871644559
117,4.6399999999999997,12911.340031695945,4656.2586844507186,6172.2089669966717,4716.0742077547093
118,4.6799999999999997,12912.647328277191,4657.41249124775,6175.3633630443983,4719.8158406408456
119,4.7199999999999998,12905.038492914426,4653.1102209669525,6182.21045971897,4735.4549552350318
120,4.7599999999999998,12900.355024851418,4651.1093061586807,6183.1016127232997,4733.3348933822826
121,4.7999999999999998,12896.215639733557,4649.6372927995571,6184.8293168252449,4741.2403305264334
122,4.8399999999999999,12895.243291359844,4650.8308893509366,6186.8461793721044,4748.8298706476262
123,4.8799999999999999,12886.829065995084,4647.671531834053,6187.6152723463047,4750.0145223500876
124,4.9199999999999999,12884.124902026688,4647.9833840425326,6190.5181155788696,4781.468473929197
125,4.96,12878.030070799639,4647.9334357965417,6189.2866976160003,4791.5145721298932
126,5,12879.3643055134,4649.8662677317852,6187.0280144892486,4803.1566216480278
127,5.04,12861.774580331219,4646.7645214841486,6185.5437556454408,4816.3523432229931
128,5.0800000000000001,12858.557123973791,4647.9428296427204,6178.9984461841614,4833.9070137322124
129,5.1200000000000001,12857.651246783509,4649.3600912623151,6172.9227110633683,4845.336420034042
130,5.1600000000000001,12845.786478623482,4649.6714567331919,6168.7379178148467,4851.3727282609098
131,5.2000000000000002,12853.96567270995,4652.1508758504651,6160.2156813602724,4864.0868725982928
132,5.2400000000000002,12841.728376914947,4653.3749379989831,6103.0654216364419,4889.9557889049165
133,5.2800000000000002,12832.222511477987,4656.3475969604388,6108.5622998470089,4890.2562271024608
134,5.3200000000000003,12828.730996571461,4656.8615841353039,6085.7413420042221,4893.2362090836214
135,5.3600000000000003,12820.689991639338,4658.3725598222018,6068.9694091869969,4892.2961398835077
136,5.4000000000000004,12817.029226236549,4660.383246335593,6061.4490137953981,4893.208982769981
137,5.4400000000000004,12810.225370642733,4661.6064555359071,6041.4151363678557,4888.8500266120927
138,5.4800000000000004,12803.807857997403,4663.0761540986132,6028.8253314374751,4886.7487509190714
139,5.5200000000000005,12800.671454378884,4662.8783211597693,6016.3548932129897,4885.1018371216278
140,5.5600000000000005,12793.784599968059,4663.0293017839422,6021.4560347811766,4887.6840356427883
141,5.6000000000000005,12788.725390418038,4663.5389630728614,6005.4493278530426,4883.6156994291196
142,5.6399999999999997,12785.387091756136,4663.5514661268789,5988.1249176949577,4882.1977790145911
143,5.6799999999999997,12776.853314689368,4663.9923148681346,5978.3333677138316,4880.4202600789531
144,5.7199999999999998,12775.908387485293,4667.0018656404436,5965.2844643153421,4878.8059729880733
145,5.7599999999999998,12767.721627475621,4663.2307398014091,5950.8587033056292,4878.2854897244015
146,5.7999999999999998,12765.877909013729,4665.0623252109963,5934.7663005218883,4877.3358188659304
147,5.8399999999999999,12763.658861280899,4667.28317498657,5921.6793131068389,4874.2749234871008
148,5.8799999999999999,12758.693900067434,4666.6857103632165,5911.0193692475259,4874.9673975068781
149,5.9199999999999999,12757.025450117249,4667.2642665199492,5904.5882942607732,4875.6578624120584
150,5.96,12742.284771401739,4663.0745241024406,5885.0702674172808,4879.5993856254654
151,6,12735.246840701826,4662.8729429120604,5878.9509708793121,4883.191070019212
152,6.04,12723.985473610834,4657.1854064997478,5867.3472953066312,4888.2107528974539
153,6.0800000000000001,12719.090272472269,4656.7998025212064,5857.4448957263785,4894.0520671596878
154,6.1200000000000001,12715.758533095972,4656.2823682422213,5854.3752381222748,4894.6849893195213
155,6.1600000000000001,12709.966530914216,4654.9836796980935,5846.6477832612854,4900.331237867229
156,6.2000000000000002,12710.994233461941,4655.6940031173162,5837.2490494936974,4909.7014734882114
157,6.2400000000000002,12704.026023470613,4653.6589570295355,5830.9603638514936,4914.8043903300204
158,6.2800000000000002,12698.348490370316,4650.8171399682915,5823.8103409339183,4920.9228352891878
159,6.3200000000000003,12693.556257637651,4647.9824816678993,5814.5381029473883,4930.8700680119036
160,6.3600000000000003,12689.349688240609,4647.5906074591976,5806.7775837176796,4943.1890200397493
161,6.4000000000000004,12688.620532278021,4647.0575567158376,5801.9016550402948,4952.9545122917398
