"Worm Data","Position (um) of Centroid"
"Sequence","VID00280.AVI"

,,"Track"
"Frame","Time","1 x","1 y"
1,0,8970.0688638897464,5025.2189334937448
2,0.040000000000000001,8972.6959645708466,5027.6986077284591
3,0.080000000000000002,8970.5325006943294,5023.2253007186819
4,0.12,8970.2607659950645,5022.6275857472765
5,0.16,8967.8601500509285,5020.3587627707184
6,0.20000000000000001,8971.1807805590215,5024.4336160040957
7,0.23999999999999999,8967.5570817691132,5017.5778635337838
8,0.28000000000000003,8965.5317285704386,5013.307950077954
9,0.32000000000000001,8967.0922255745791,5014.8959252127361
10,0.35999999999999999,8966.4457091817585,5012.0706405433402
11,0.40000000000000002,8967.2572631003895,5010.6563993881946
12,0.44,8968.414841321679,5011.2253550552232
13,0.47999999999999998,8966.6947279294036,5005.8206803253133
14,0.52000000000000002,8964.0201027098865,4999.5458733773403
15,0.56000000000000005,8965.0245373227317,5000.9956492450274
16,0.59999999999999998,8966.2171685570374,5003.9040275658408
17,0.64000000000000001,8959.1334848631413,4984.6065822721675
18,0.68000000000000005,8967.2764636503107,5002.1996538630019
19,0.71999999999999997,8962.4467297396804,4990.2361723235108
20,0.76000000000000001,8962.6966639941838,4987.7708859875256
21,0.80000000000000004,8961.9633278998626,4983.3770708010343
22,0.83999999999999997,8960.8816015714547,4976.5793872320974
23,0.88,8960.3891210025922,4967.2869156007882
24,0.92000000000000004,8961.5019140735567,4969.1397430444349
25,0.95999999999999996,8960.7442263810517,4966.9172422349066
26,1,8959.4802815001349,4957.8365759319968
27,1.04,8960.3395994531111,4959.9859277598234
28,1.0800000000000001,8960.9734178775652,4957.3505894191858
29,1.1200000000000001,8959.4803512488415,4950.9860918327149
30,1.1599999999999999,8959.4253178934196,4949.6819422769249
31,1.2,8958.8622658141558,4946.7376989010163
32,1.24,8960.2022295210572,4948.1161639525253
33,1.28,8959.7513164298016,4943.9821270893772
34,1.3200000000000001,8957.7964172646425,4930.0964186602132
35,1.3600000000000001,8957.9172277170692,4923.0500953818528
36,1.4000000000000001,8963.2407401360397,4958.4811562066934
37,1.4399999999999999,8964.7773947469395,4975.6791666858689
38,1.48,8960.9529132953376,4937.9202655132676
39,1.52,8961.2315908955461,4944.079251186623
40,1.5600000000000001,8961.1835109115982,4943.7688975146766
41,1.6000000000000001,8961.4416850694652,4944.8031873886521
42,1.6400000000000001,8962.1937834103355,4940.247920676823
43,1.6799999999999999,8961.092185342186,4933.8318904152511
44,1.72,8961.6964802349703,4937.9702347300981
45,1.76,8961.3753004595292,4935.8169594475276
46,1.8,8960.5740584691739,4933.9020939375814
47,1.8400000000000001,8961.0018623975284,4935.4948385342122
48,1.8800000000000001,8962.5972067042476,4932.7369928870912
49,1.9199999999999999,8961.8796763254395,4931.8648534480117
50,1.96,8961.9025778147352,4927.9395410816323
51,2,8961.2392255954128,4925.5353714287867
52,2.04,8961.6642009221778,4927.2921020165104
53,2.0800000000000001,8961.6449057308346,4927.431650590569
54,2.1200000000000001,8961.9019893806544,4923.0670444592261
55,2.1600000000000001,8961.9371354688847,4923.8911784980182
56,2.2000000000000002,8959.7231766212135,4916.5931877324474
57,2.2400000000000002,8962.1359351207066,4924.6535199854343
58,2.2800000000000002,8962.1231007687038,4922.1475997332227
59,2.3199999999999998,8963.2769218283029,4930.1837340688762
60,2.3599999999999999,8960.5129434173286,4917.9364239232382
61,2.3999999999999999,8959.1323142694491,4908.8323306245529
62,2.4399999999999999,8956.5165513403572,4903.7291140056586
63,2.48,8957.3779360479857,4903.9264368692184
64,2.52,8957.1838292003449,4903.9135263555499
65,2.5600000000000001,8956.6590467452152,4901.012860230785
66,2.6000000000000001,8956.8810887711043,4901.4593565421828
67,2.6400000000000001,8956.788265611227,4902.3604227480701
68,2.6800000000000002,8957.5049075592633,4904.2916262887502
69,2.7200000000000002,8955.7387272773394,4898.303937826041
70,2.7600000000000002,8955.3351235181181,4898.8911922453526
71,2.8000000000000003,8954.5967116242937,4895.8247617414027
72,2.8399999999999999,8954.5010636617735,4895.685409074672
73,2.8799999999999999,8954.916851779928,4895.391049125481
74,2.9199999999999999,8953.8615132950144,4891.9410657684275
75,2.96,8953.6230207507651,4892.1066038989775
76,3,8954.2871913936815,4891.8651161905545
77,3.04,8954.8437641935798,4893.9666463910698
78,3.0800000000000001,8953.7943949044984,4892.4085599424861
79,3.1200000000000001,8952.9103048181896,4887.7678052106539
80,3.1600000000000001,8953.0233868036066,4888.8062789072546
81,3.2000000000000002,8953.2661421587163,4890.5146286292875
82,3.2400000000000002,8953.1591597825573,4890.8323938779249
83,3.2800000000000002,8954.0395812182269,4892.0129897696024
84,3.3200000000000003,8952.8045513474408,4889.2833377926681
85,3.3599999999999999,8953.9684070316598,4891.1392154116656
86,3.3999999999999999,8953.3614400008955,4890.7051067329576
87,3.4399999999999999,8952.6497103833535,4889.7377059866049
88,3.48,8952.682401742939,4888.8103328544148
89,3.52,8953.1000143354995,4890.6502911114912
90,3.5600000000000001,8952.5762294998131,4888.5391673257154
91,3.6000000000000001,8951.2133599119152,4885.5441316031483
92,3.6400000000000001,8951.8050933277063,4888.1637259008812
93,3.6800000000000002,8952.0902277303903,4889.7324504229437
94,3.7200000000000002,8951.409816855321,4889.0641411442375
95,3.7600000000000002,8952.2392065102522,4888.3852751014383
96,3.8000000000000003,8952.98091940427,4890.9935595274701
97,3.8399999999999999,8951.4463814172559,4890.4406593399899
98,3.8799999999999999,8954.3521548529625,4898.2801385011035
99,3.9199999999999999,8954.2752521380407,4897.6267610364876
100,3.96,8954.0609995624509,4895.6074634783699
101,4,8953.8028334299543,4897.7543024329134
102,4.04,8954.2705447481785,4898.1378197516333
103,4.0800000000000001,8954.0205774406622,4894.853556228345
104,4.1200000000000001,8955.000274434833,4899.0601844557341
105,4.1600000000000001,8953.6687359379484,4897.7386912165939
106,4.2000000000000002,8954.1657739357543,4898.2055634308681
107,4.2400000000000002,8953.5573698524895,4896.1423501319459
108,4.2800000000000002,8954.0110534256837,4896.4093626379026
109,4.3200000000000003,8954.8093848226272,4901.1442505446348
110,4.3600000000000003,8953.356960522955,4893.3748340607381
111,4.4000000000000004,8953.5705710390375,4896.8285981490562
112,4.4400000000000004,8954.4128717497024,4898.5652669160445
113,4.4800000000000004,8954.8498997267252,4899.2480732948943
114,4.5200000000000005,8954.1987115184056,4900.3306196687436
115,4.5600000000000005,8954.0981258225274,4900.7927632280062
116,4.6000000000000005,8954.2214841721143,4901.2682594651187
117,4.6399999999999997,8955.6562458271965,4905.4699368738111
118,4.6799999999999997,8956.2547742530551,4905.7544923461201
119,4.7199999999999998,8956.5070380687048,4905.4753865152943
120,4.7599999999999998,8955.1778107562914,4904.1348855165361
121,4.7999999999999998,8955.1519265039224,4899.7845322289822
122,4.8399999999999999,8952.0682805179204,4894.4336259600177
123,4.8799999999999999,8952.7296605797965,4895.0691317861329
124,4.9199999999999999,8950.8473926169318,4891.8528122982725
125,4.96,8951.785194661632,4894.9679664253126
126,5,8951.9204788400966,4894.9712723171015
127,5.04,8951.7212531404548,4892.3925649993289
128,5.0800000000000001,8951.881442952983,4894.4676604948072
129,5.1200000000000001,8953.4250453152108,4896.9404065639419
130,5.1600000000000001,8952.3697566716583,4893.614071515568
131,5.2000000000000002,8953.4191021081406,4894.074847130204
132,5.2400000000000002,8952.6506245704259,4893.4254724870061
133,5.2800000000000002,8953.3748654719257,4896.0460010713459
134,5.3200000000000003,8954.4876311804019,4898.4714935551074
135,5.3600000000000003,8953.7780060194382,4897.0873304056458
136,5.4000000000000004,8954.9262136401776,4898.1303242087524
137,5.4400000000000004,8954.7573672387625,4903.5750140107602
138,5.4800000000000004,8955.3138881475206,4904.312011831521
139,5.5200000000000005,8954.728325330685,4904.0474341249264
140,5.5600000000000005,8956.4388236353298,4909.1192667433834
141,5.6000000000000005,8955.7186608360807,4907.9412749363182
142,5.6399999999999997,8956.4319590693358,4911.8920863348012
143,5.6799999999999997,8955.7950779876537,4911.239127935638
144,5.7199999999999998,8957.4528070840915,4915.3913882689467
145,5.7599999999999998,8954.6938186399602,4914.2484369193389
146,5.7999999999999998,8953.9749114734786,4910.4375935732378
147,5.8399999999999999,8952.7695307846443,4911.4968934588924
148,5.8799999999999999,8951.545779047563,4909.4585109961936
149,5.9199999999999999,8950.6383278340727,4911.0585084849345
150,5.96,8949.9011261217911,4913.0056025804633
151,6,8950.0680500391154,4916.20961260074
152,6.04,8946.6452935272919,4920.3552397782842
153,6.0800000000000001,8944.5276231138596,4920.5160431107188
154,6.1200000000000001,8946.158906044855,4935.4565439115349
155,6.1600000000000001,8943.2303202708208,4941.5679143692641
156,6.2000000000000002,8941.5330558702644,4943.9936673449274
157,6.2400000000000002,8941.6220003826056,4952.2439989498871
158,6.2800000000000002,8944.016006532207,4968.1856806163842
159,6.3200000000000003,8946.3115548825135,4979.566707756595
160,6.3600000000000003,8948.4576618204555,4987.4690215301507
161,6.4000000000000004,8947.3858119163051,4987.0533259429349
162,6.4400000000000004,8949.9877776385601,4995.3729222609281
163,6.4800000000000004,8948.6691179268273,4991.9447777073001
