"Worm Data","Position (um) of Centroid"
"Sequence","VID00177.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y"
1,0,4415.6004609253268,8027.1661929903294,11050.276167172964,5979.3715030345584,11032.621847200315,4225.857823968523
2,0.040000000000000001,4410.5487019110424,8024.0576101730694,11053.927388095924,5976.7539183110257,11046.982897421487,4213.7881563703277
3,0.080000000000000002,4398.7398190638542,8015.9272393803567,11049.387257007562,5979.970842082852,11043.383903274382,4215.5074800468501
4,0.12,4398.973003713756,8019.093050372403,11053.661330722114,5977.2357436851726,11053.920203862524,4211.384566300012
5,0.16,4403.285196735007,8022.5373122864685,11052.157197530543,5977.796275209279,11053.828819880311,4211.2191095630387
6,0.20000000000000001,4409.6684516277182,8026.5816370657549,11051.973720878907,5977.968365311086,11056.024042454115,4208.3164519885268
7,0.23999999999999999,4434.2021034443032,8036.8468659619339,11051.823173780367,5978.3600468055065,11058.540532273902,4206.8515843746472
8,0.28000000000000003,4460.5458684005534,8041.7789264978665,11050.572306732547,5978.8619715642963,11069.86654281033,4203.5564326015465
9,0.32000000000000001,4478.7490535558745,8040.4255714462688,11052.857277449562,5977.3688108657943,11066.246038038449,4203.5355101547866
10,0.35999999999999999,4489.3667338389769,8037.2810336703242,11050.672036094677,5978.8000637414652,11076.346520289089,4201.8384672941211
11,0.40000000000000002,4494.5129257565832,8034.5143172753633,11051.314063605429,5978.4499798455381,11085.318351634283,4199.3349244638575
12,0.44,4499.9078174021806,8031.8660262541698,11050.347567926128,5979.3971849876962,11095.810725431258,4198.7105032863819
13,0.47999999999999998,4488.580798668132,8035.312250273365,11051.339186229139,5978.1648077676255,11100.999301880984,4199.1908459734923
14,0.52000000000000002,4513.1481670793846,8021.2143280467862,11052.080157735871,5977.5380559132664,11114.423852142596,4195.6177776939485
15,0.56000000000000005,4518.6190600669715,8015.409206515521,11049.531041061689,5978.976608000552,11119.119138767936,4195.6725350010956
16,0.59999999999999998,4521.7786648510501,8011.1177104768403,11047.862002514301,5980.2629951014642,11126.071726630998,4195.8455278123392
17,0.64000000000000001,4515.4175304197397,8010.6447211204804,11049.740265860668,5978.365653255687,11137.494230287601,4197.7620185616497
18,0.68000000000000005,4517.5605497912366,8008.269550617897,11046.527082747674,5981.0312973402588,11156.532611943174,4192.9483519230107
19,0.71999999999999997,4520.7029786656103,8003.0640173230431,11047.459613943447,5980.7382285551794,11172.786629021439,4192.0018468209992
20,0.76000000000000001,4535.5600292615509,7992.4868416471327,11045.574024392767,5981.79124455284,11171.019194328088,4203.9248151683551
21,0.80000000000000004,4548.5444240372199,7985.2935117326706,11046.533761064331,5982.1901535562574,11178.377887212793,4207.0099216746867
22,0.83999999999999997,4559.954027992163,7979.369817795673,11046.767238588307,5980.3789866737006,11186.241057043579,4208.7998417479257
23,0.88,4567.6450205739247,7974.1947210111648,11044.965726214486,5982.8715195687164,11188.632415448126,4209.7554887869146
24,0.92000000000000004,4584.9837090414394,7966.9090244990221,11044.83116122474,5981.8732531019323,11194.998619728263,4211.4601628385262
25,0.95999999999999996,4592.5150145258231,7962.4216178853003,11048.812562293486,5979.1159283808884,11203.397387579384,4212.4227473566507
26,1,4606.3239595113355,7958.7378912193208,11049.937915163069,5978.7796208497057,11208.403477577733,4212.8034289953594
27,1.04,4612.7182536704795,7956.3671097143442,11053.076871971834,5976.4276323255017,11211.656842234766,4213.3852480612004
28,1.0800000000000001,4626.5495019245245,7953.4441227156985,11053.571794050569,5975.6016794731859,11216.12079958468,4215.4675121718037
29,1.1200000000000001,4635.3287194095974,7951.8286373263963,11053.597610352323,5976.0837459921022,11223.367878613262,4216.1389110195223
30,1.1599999999999999,4644.7018734162621,7951.5678650676364,11050.860607424471,5977.562849113031,11225.553601190584,4215.0286068675478
31,1.2,4656.5283150630075,7954.162955216183,11051.130845754406,5977.8805211943536,11230.84152391946,4216.3058745102653
32,1.24,4665.9341727939263,7957.2360707778626,11052.020954662554,5978.193681037118,11237.250348606096,4215.8536706292862
33,1.28,4673.2374927954161,7960.6985876738563,11053.451738147789,5977.6443242413598,11245.644872060251,4217.195614807717
34,1.3200000000000001,4681.8696324785724,7966.4737554460726,11051.431897021825,5978.3533298964112,11244.032936872813,4216.5016393834394
35,1.3600000000000001,4692.0255997914956,7974.6225875988384,11049.411200659342,5979.1351040942218,11248.79499207122,4216.9288631981817
36,1.4000000000000001,4698.2925748086782,7980.3324262824726,11051.635855597237,5977.0895789672159,11252.187829382185,4214.3202236529278
37,1.4399999999999999,4705.1369135930436,7986.9426045862847,11051.730900919911,5977.611413535732,11261.393462801085,4212.1899001010979
38,1.48,4709.4240624757222,7992.5932437515012,11050.984103170927,5978.1288076201654,11266.9877912053,4211.0635969119539
39,1.52,4712.6639322781048,7999.1924161797833,11049.584812227704,5978.3148773315461,11277.050727494337,4208.1254473709478
40,1.5600000000000001,4716.5020638657743,8007.08825985966,11052.903058862194,5976.0890510666704,11286.780683354875,4205.052882416483
41,1.6000000000000001,4723.3822951994935,8012.5148251495757,11054.279312699493,5975.454277042898,11291.426246790386,4199.756129341933
42,1.6400000000000001,4723.3500737447721,8015.2275198435318,11053.675051036704,5976.5449067100735,11297.077383403126,4195.2332877362824
43,1.6799999999999999,4724.8590608245158,8013.8787393552011,11052.008211277242,5977.0523886972696,11300.840202638743,4191.8083040231286
44,1.72,4729.2316242990946,8020.5125173425731,11053.887163885227,5975.8888943244765,11310.790873070375,4184.1610743813017
45,1.76,4729.3085686659269,8019.964284586933,11052.289648416932,5976.3349415187586,11312.260939665113,4182.3685111418636
46,1.8,4732.4350949217478,8024.3685719757223,11051.3826825913,5977.2897961231338,11318.620779668563,4176.0641134610296
47,1.8400000000000001,4733.4897480837781,8025.519536046153,11050.685893262225,5978.1467366888264,11325.319817741529,4168.7809314462029
48,1.8800000000000001,4738.3946423877887,8033.4553231281934,11051.285628831591,5976.7296459526497,11338.552220838174,4154.2512940325878
49,1.9199999999999999,4739.1240163278126,8033.6508013199236,11050.076344235938,5977.5169981738527,11343.953234068189,4145.2625111190464
50,1.96,4739.240059461019,8032.6006423561639,11049.328392441384,5977.9565003322805,11351.67556783922,4134.7872930853364
51,2,4739.488888229117,8033.9997772840125,11050.39254452726,5976.928236996735,11360.129276912943,4123.1051696026652
52,2.04,4740.025094018546,8033.5492437227895,11050.800673787948,5977.0583688699062,11368.933176194956,4106.2723548097256
53,2.0800000000000001,4739.3940975067235,8030.8492132150541,11050.694881949621,5976.8916941406005,11356.847593078232,4120.5117553506316
54,2.1200000000000001,4741.4886475674539,8034.1229882165462,11049.899334973537,5977.5874920125152,11378.446842285413,4089.7666659893475
55,2.1600000000000001,4741.7194251522924,8034.0289914266641,11048.681149961973,5978.5769198347689,11374.85954772169,4089.0300800170644
56,2.2000000000000002,4740.0035899962986,8030.4385294049243,11048.302556850922,5978.9692897693476,11385.892373873727,4073.7698726584867
57,2.2400000000000002,4741.3773858482327,8032.3654187543889,11048.257925496744,5978.2865117759175,11384.091419626857,4072.1800072853248
58,2.2800000000000002,4739.7491188298818,8029.107809301473,11046.671805683663,5979.6242102590368,11384.060803117816,4072.1537931926623
59,2.3199999999999998,4740.5751510167838,8030.9348758335727,11046.768892747748,5979.8113006108497,11396.387523821069,4057.9497428047471
60,2.3599999999999999,4740.8389324652335,8031.0723145474476,11045.517073265681,5979.3370563991375,11408.959263574781,4044.0265703404539
61,2.3999999999999999,4738.5087812429483,8024.9380685670385,11044.723093984152,5978.1433324836789,11408.122418171259,4043.0742435668553
62,2.4399999999999999,4738.1340291573269,8024.650171009167,11050.650073151661,5974.7910897238617,11423.742407860593,4032.3616711969671
63,2.48,4738.8203874254314,8026.1385032812304,11049.121066275413,5975.3302889061861,11424.108162425047,4032.7552445044339
64,2.52,4740.0050018447819,8029.8035114445756,11048.415320843444,5976.2453261401488,11440.143438238911,4027.1773335871567
65,2.5600000000000001,4739.2678143909034,8027.7599452990662,11052.616146977953,5969.9845581737372,11423.202286669852,4035.5105584338135
66,2.6000000000000001,4742.3101306978533,8034.1288037500526,11057.610765704199,5968.7853896944553,11422.938352545629,4035.0130366128205
67,2.6400000000000001,4741.2309161795583,8031.4391756546456,11061.203378743085,5965.0072870713329,11457.528323353685,4020.2909072599914
68,2.6800000000000002,4738.9370557516813,8029.252237542516,11061.951364540651,5963.1668390484783,11457.55861891954,4020.3723677163862
69,2.7200000000000002,4741.7316613123903,8034.5342743657629,11059.968676297412,5964.5097883530079,11457.932206099855,4021.1097502253288
70,2.7600000000000002,4740.3833269080933,8032.2726062290194,11061.330809821236,5963.2139913400551,11457.920614291061,4020.3219120446483
71,2.8000000000000003,4748.0827215764266,8044.2319778806341,11074.731740595196,5951.7955601949188,11458.370945785295,4020.4747369733468
72,2.8399999999999999,4745.5680984734363,8041.6360312144725,11065.058650399596,5960.7679320060943,11475.513272140706,4016.2144896118198
73,2.8799999999999999,4746.1716981690588,8040.814861851597,11063.886639092445,5960.1161239326957,11456.096150298004,4020.0262986594662
74,2.9199999999999999,4746.5166872925302,8042.0432155222443,11065.533490140628,5959.2060776182352,11494.082395939788,4015.3718471228985
75,2.96,4749.0738139721743,8046.272143368089,11066.632737260905,5958.7753084869164,11513.460778984743,4018.5521944099455
76,3,4752.1600471223919,8050.2415557258519,11066.999496032629,5957.4267176054373,11531.567824620872,4020.9226544073435
77,3.04,4753.3870927834932,8053.8725874108804,11066.760231423272,5955.3783890602062,11531.15537130878,4023.9013969609432
78,3.0800000000000001,4755.7093537594001,8058.8093204154229,11068.909426515069,5953.3054351910469,11531.250615212261,4024.3429206196961
79,3.1200000000000001,4759.7791589268118,8066.0729143987483,11068.095970583661,5954.0756586061507,11531.222027659043,4024.5785220930866
80,3.1600000000000001,4763.7848925327589,8073.408158278985,11069.499567867815,5952.8738098567464,11530.860147502011,4027.816291581511
81,3.2000000000000002,4765.6791840930628,8077.1471800592826,11068.374571727998,5951.594136014307,11548.548113168259,4035.5313260130215
82,3.2400000000000002,4769.422051853534,8082.7775226548083,11069.249237476728,5952.5495311041886,11566.486610554442,4041.7767266814135
83,3.2800000000000002,4772.3664863785352,8088.0031837819497,11070.271896038141,5951.6750530418976,11566.944341133982,4040.4245974043106
84,3.3200000000000003,4774.0792890197663,8089.6694787786273,11069.689451704538,5952.4676081321786,11566.863531437979,4040.6639615592303
85,3.3599999999999999,4776.601005683573,8094.801553383003,11072.146219721737,5949.3418402786683,11582.843404662139,4050.2112332954275
86,3.3999999999999999,4783.5208520979004,8104.4266161197265,11072.290505982966,5946.9825012207693,11582.704503030329,4050.6409960419287
87,3.4399999999999999,4789.5416015476194,8111.1666001370904,11073.00454034973,5946.1492054542741,11582.105593316304,4052.2652040206676
88,3.48,4793.9849532326925,8116.0925110276385,11074.421371463755,5945.7427873897832,11582.056983879318,4052.4050344319112
89,3.52,4797.6444972928466,8118.4291167165138,11076.385148020041,5944.3415470311875,11615.69291673756,4067.7040660735129
90,3.5600000000000001,4805.5927441383947,8125.3820967568872,11075.972141119968,5944.0329725927859,11615.139331331749,4069.1682978424024
91,3.6000000000000001,4808.5421214913131,8128.0006851665212,11073.832652863066,5940.5794640132799,11650.679052157524,4081.6618676007247
92,3.6400000000000001,4817.2989324581231,8132.8973264624501,11081.377855944709,5938.7221493765337,11632.626365914426,4076.2647477145374
93,3.6800000000000002,4822.598861237133,8136.2972609294175,11082.913680934689,5937.1146735487036,11651.028544557745,4080.2704625956367
94,3.7200000000000002,4836.4741411804171,8141.1008856410144,11083.92190116058,5936.1453528662296,11651.308987574645,4078.814720444564
95,3.7600000000000002,4848.4916622508836,8144.330476770343,11084.971924360594,5934.7506320939356,11644.551484615238,4083.0137552840852
96,3.8000000000000003,4858.4527702233408,8146.0092838322835,11086.881690012087,5933.1670065215731,11648.049217814993,4082.0326680685766
